51, 0.720125786163522, 0.5478880635410583
81, 0.7199510831586304, 0.5467642398106681
96, 0.720125786163522, 0.5495186879919315
111, 0.7293850454227813, 0.5429090011360325
141, 0.7479035639412999, 0.5369974469343256
181, 0.757162823200559, 0.5444729990409131
291, 0.7386443046820406, 0.543530596270064
361, 0.7479035639412999, 0.5438533475360176
661, 0.7199510831586304, 0.5452599894237323
861, 0.7386443046820406, 0.5259044872841693
1061, 0.7014325646401118, 0.5382905797470627
1151, 0.7199510831586304, 0.5408175824134162
1208, 0.7384696016771488, 0.5452246107399438

51, 0.720125786163522, 0.5478880635410583
81, 0.7199510831586304, 0.5467642398106681
96, 0.720125786163522, 0.5495186879919315
111, 0.7293850454227813, 0.5429090011360325
141, 0.7479035639412999, 0.5369974469343256
181, 0.757162823200559, 0.5444729990409131
291, 0.7386443046820406, 0.543530596270064
361, 0.7479035639412999, 0.5438533475360176
661, 0.7199510831586304, 0.5452599894237323
861, 0.7386443046820406, 0.5259044872841693
1061, 0.7014325646401118, 0.5382905797470627
1151, 0.7199510831586304, 0.5408175824134162
1208, 0.7384696016771488, 0.5443874249255071

1208, 0.7293850454227813, 0.5455984023563678
1208, 0.7482529699510831, 0.5395849202514982
1208, 0.7482529699510831, 0.540059303553206
1208, 0.7293850454227813, 0.5480539383806041
1208, 0.7293850454227813, 0.5480539383806041
1208, 0.6640461215932913, 0.5841003026173817
1208, 0.5904961565338924, 0.5472732481620628
